UBINumber,BusinessDbaName,EffectiveDate,ExpirationDate,Address1,City,State,Zip,ViolationNo,ViolationType,ViolationDate
604 617 177,HQ CLEANING SERVICES LLC,,,707 SW 156TH ST APT 10,BURIEN,WA,98166-2485,,,
601 732 169,CERTIFIED CLEANING SVCS INC,07/10/2009,03/26/2024,2103 112th Street E,TACOMA,WA,98445,,,
603 320 281,CARDONA CLEANING SERVICES,,,6307 78TH PL NE,MARYSVILLE,WA,98270-6217,,,
,,,,,,,,,,
602 705 316,ARY CLEANING SERVICES LLC,,,12814 15TH PL W,EVERETT,WA,98204,,,
,,,,,,,,,,
603 467 656,AFFINITY CLEANING SERVICES,,,6807 26TH CT SE,LACEY,WA,98503-5322,,,
603 457 666,360 CLEANING SERVICES LLC,,,222 LEE ST SW STE 112,TUMWATER,WA,98512,,,
603 349 834,CESCO CLEANING SERVICES INC,,,2227 MIDWAY LN,BELLINGHAM,WA,98226-1218,,,
604 576 444,24/7 CLEANING SERVICES LLC,,,33422 192ND AVE SE UNIT 83,AUBURN,WA,98092-2269,,,
604 075 097,APEX CLEANING SERVICES LLC,,,7710 LOREN PL,YAKIMA,WA,98908-9234,,,
603 180 415,CJL CLEANING SERVICES INC,,,6105 OCCIDENTAL AVE,YAKIMA,WA,98903,,,
602 882 031,ALWAYS CLEANING SERVICES LLC,,,184 BOBCAT HOLLOW RD,PORT ANGELES,WA,98362-8146,,,
602 839 086,AISHAS CLEANING SERVICES,,,21116 33RD AVE S,SEA TAC,WA,98198-4228,,,
604 090 598,ALPINE CLEANING SERVICES LLP,,,1371 DURAM DR,EAST WENATCHEE,WA,98802-9060,,,
601 877 010,ADVANCED CLEANING SERVICES,,,1152 3RD AVE SUITE B,LONGVIEW,WA,98632,,,
604 467 231,A JIREH CLEANING SERVICES LLC,,,2431 S 248TH ST APT C12 ARTURO JUAREZ GASPAR,KENT,WA,98032-4068,,,
603 549 633,ARO GREEN CLEANING SERVICES LL,,,5503 230TH ST SW,MT LK TERRACE,WA,98043-3942,,,
602 344 965,ALLEGIANCE CLEANING SERVICES,,,9210 MARKET PL # E-101,EVERETT,WA,98205,,,
605 076 852,A 1 CLEANING SERVICES LLC,,,19123 CROWN RIDGE BLVD,ARLINGTON,WA,98223-4004,,,
603 223 684,DAREMJOR CLEANING SERVICES,,,PO BOX 6833,BELLEVUE,WA,98008-0833,,,
603 380 368,DUBE CLEANING SERVICES CORP,,,37703 38TH AVE S,AUBURN,WA,98001-8749,,,
602 549 685,AT CLEANING SERVICES,,,8519 WEMBLEY DR,PASCO,WA,99301,,,
602 242 501,D & L CLEANING SERVICES,,,916 S 73RD ST,TACOMA,WA,98408,,,
605 309 526,BUTTERFLY CLEANING SERVICES LL,,,4302 W HOOD AVE APT B3,KENNEWICK,WA,99336-2669,,,
605 227 474,BUSY BEE CLEANING SERVICES LLC,,,14775 LUNZ RD,ANACORTES,WA,98221-8495,,,
601 917 698,CASCADE CLEANING SERVICES,,,PO BOX 992,SUMNER,WA,98390,,,
604 549 949,CAMILAS CLEANING SERVICES LLC,,,1807 WALNUT ST,EVERETT,WA,98201-1903,,,
602 339 116,BLUE WATER CLEANING SERVICES,,,41310 214TH AVE SE,ENUMCLAW,WA,98022,,,
604 848 217,BC CLEANING SERVICES,,,1818 W FRANCIS AVE # 266,SPOKANE,WA,99205-6834,,,
A47 743 000,ASSOCIATED CLEANING SERVICES,,,17618 LEITNER RD SW,ROCHESTER,WA,98579,,,
604 138 504,BEST CITY CLEANING SERVICES LL,,,27908 PACIFIC HWY S APT 538,FEDERAL WAY,WA,98003-3276,,,
A50 307 600,CLEANING SERVICES CO,,,P O BOX 15274,SEATTLE,WA,98115,,,
603 524 379,EPIC CLEANING SERVICES,,,1225 E WESTVIEW CT APT 415,SPOKANE,WA,99218-3823,,,
604 219 192,ELICZY CLEANING SERVICES LLC,,,14617 NE 70TH ST,VANCOUVER,WA,98682-5006,,,
604 471 899,GC MASTERS CLEANING SERVICES L,,,5909 204TH ST SW APT D,LYNNWOOD,WA,98036-7566,,,
603 189 901,EXCELLENT CLEANING SERVICES LL,,,10502 124TH AVE NE,KIRKLAND,WA,98033-4627,,,
604 790 840,EAST HILL CLEANING SERVICES LL,,,22920 112TH PL SE,KENT,WA,98031-2654,,,
604 593 465,ARIA CLEANING SERVICES LLC,,,13807 107TH AVE CT NW,GIG HARBOR,WA,98329-0000,,,
604 912 973,QUEEN JAS CLEANING SERVICES LL,,,4620 164TH ST SW UNIT 7,LYNNWOOD,WA,98087-6808,,,
604 459 826,E S CLEANING SERVICES LLC,,,35 N CHELAN AVE,WENATCHEE,WA,98801-2219,,,
,,,,,,,,,,
604 147 847,JN CLEANING SERVICES LLC,,,12605 E GIBSON RD UNIT 82,EVERETT,WA,98204-8601,,,
,,,,,,,,,,
,,,,,,,,,,
602 870 780,JOE'S CLEANING SERVICES,,,9912 75TH ST SW,LAKEWOOD,WA,98498-3336,,,
604 855 388,INTEGRA CLEANING SERVICES LLC,,,7638 40TH ST W APT 39,UNIVERSITY PL,WA,98466-3810,,,
604 886 654,GMY CLEANING SERVICES LLC,,,2407 JILLIAN CT,MOUNT VERNON,WA,98274-7602,,,
,,,,,,,,,,
604 869 988,HOUSE CALL CLEANING SERVICES L,,,255 NE FAIRGROUNDS RD APT 101,BREMERTON,WA,98311-8854,,,
602 669 234,GOODROWS CLEANING SERVICES,,,15517 FAIR OAKS DR S,SPANAWAY,WA,98387-9051,,,
602 684 031,KAYLAS CLEANING SERVICES,,,930 E 19TH AVE,KENNEWICK,WA,99337,,,
605 029 630,MAGGYS CLEANING SERVICES 1989,,,4120 MERIDIAN ST STE 260,BELLINGHAM,WA,98226-5540,,,
605 328 746,M&R CLEANING SERVICES,,,18312 36TH AVE W APT D1,LYNNWOOD,WA,98037-3845,,,
604 510 978,MAYRA CLEANING SERVICES LLC,,,103 W CASINO RD APT 8,EVERETT,WA,98204-1727,,,
605 319 750,MAGIC CLEANING SERVICES LLC,,,24500 RUSSELL RD TRLR 41,KENT,WA,98032-2261,,,
602 640 209,M D CLEANING SERVICES LLC,,,1429 AVE D #184,SNOHOMISH,WA,98290,,,
602 849 657,STELLAR CLEANING SERVICES,,,1242 MILBANKE DR SE,OLYMPIA,WA,98513-7722,,,
604 428 661,PRECISION CLEANING SERVICES,,,4191 WEST RD,BLAINE,WA,98230-9736,,,
604 597 918,MENDOZA CLEANING SERVICES,,,29924 2ND AVE SW,FEDERAL WAY,WA,98023-3508,,,
604 080 262,OREGON STATE CLEANING SERVICES,,,8981 N HAVEN AVE PORTLAND,PORTLAND,OR,97203-0000,,,
602 367 159,NORTHWEST CLEANING SERVICES,,,11018 DEEPWOOD DRIVE SW,LAKEWOOD,WA,98498,,,
604 350 028,NCW PRESTIGE CLEANING SERVICES,,,% CESAR SANTANA TREVINO PO BOX 1719,QUINCY,WA,98848-2154,,,
604 953 833,MJS FAMILY CLEANING SERVICES L,,,2400 N WILBUR RD APT 89,SPOKANE VALLEY,WA,99206-6651,,,
603 051 359,OIKOS CLEANING SERVICES,,,1067 PAIUTE TRAIL FI,FOX ISLAND,WA,98333-9627,,,
602 828 453,GREEN CLEANING SERVICES,,,227 BELLEVUE WAY NE STE 92,BELLEVUE,WA,98004-5721,,,
604 156 520,MAID 2 SHINE CLEANING SERVICES,,,308 SKYHAWK LN,SULTAN,WA,98294-7680,,,
604 968 473,MAYVAN CLEANING SERVICES LLC,,,1831 S 268TH ST UNIT 6,DES MOINES,WA,98198-9251,,,
604 020 338,MOP N STUFF CLEANING SERVICES,,,6905 NE 182ND ST UNIT 3,KENMORE,WA,98028,,,
604 890 302,OCEAN VIEW CLEANING SERVICES L,,,989 SW SILVERBERRY ST,OAK HARBOR,WA,98277-7243,,,
604 988 717,RODRIS CLEANING SERVICES LLC,,,9611 16TH AVENUE CT S,TACOMA,WA,98444-2811,,,
604 655 041,M&M CLEANING SERVICES,,,KARINA ROBLES 23908 67TH AVE E,GRAHAM,WA,98338-9479,,,
604 322 058,SPECIALTY CLEANING SERVICES,,,4186 CENTER PARK DRIVE,COLORADO SPRIN,CO,80916,,,
601 266 456,SPARKLE PLUS CLEANING SERVICES,,,C/O LANCE JOHNSON 19940 BALLINGER WAY NE #A2,SEATTLE,WA,98155,,,
604 712 127,RINACK CLEANING SERVICES LLC,,,12920 SE POWELL BLVD APT 10,PORTLAND,OR,97236-3341,,,
604 412 792,LCJ CLEANING SERVICES LLC,,,726 ORONDO AVE,WENATCHEE,WA,98801-2702,,,
605 330 115,COASTAL CLEANING SERVICES LLC,,,2731 CHERRY ST,HOQUIAM,WA,98550-2911,,,
604 574 401,PRISTINE ECO CLEANING SERVICES,,,3304 S 200TH ST UNITED STATES,SEA TAC,WA,98198-5736,,,
604 718 607,PEREIRA CLEANING SERVICES LLC,,,17651 1ST AVE S_UNIT 106,BURIEN,WA,98146-3155,,,
604 666 614,WELLSPRING CLEANING SERVICES,,,PO BOX 33064,TACOMA,WA,98433,,,
604 729 233,VILLAGOMEZ CLEANING SERVICES L,,,21428 INTERNATIONAL BLVD APT A205,SEA TAC,WA,98198-6008,,,
602 838 998,WILLIAM CLEANING SERVICES CORP,,,1601 MAPLE LANE # A7,KENT,WA,98030-7444,,,
604 678 163,LET IT SHINE CLEANING SERVICES,,,330 SW 43RD ST,RENTON,WA,98057-4900,,,
601 751 007,UNITED CLEANING SERVICES,,,19219 W VALLEY HWY # M-101 PO BOX 3422,KENT,WA,98032,,,
,,,,,,,,,,
604 785 592,STARR CLASSY CLEANING SERVICES,,,8816 QUINAULT LOOP NE,OLYMPIA,WA,98516-5913,,,
604 023 582,T S CLEANING SERVICES LLC,,,270 LAVERNE DR,KALAMA,WA,98625-9830,,,
602 563 016,SUPREME CLEANING SERVICES,,,521 W WHITMAN DR,COLLEGE PLACE,WA,99324-1034,,,
601 872 037,BOWEN CLEANING SERVICES INC,,,PO BOX 25358,FEDERAL WAY,WA,98023,,,
604 710 133,BLUE RED CLEANING SERVICES,,,1034 24TH ST APT 3,BELLINGHAM,WA,98225-8643,,,
603 242 291,BETTY CLEANING SERVICES LLC,,,2629 S 150TH ST,SEA TAC,WA,98188-2019,,,
601 592 278,"CLASSIC CLEANING SERVICES, LTD",,,3827 SOUTH L ST,TACOMA,WA,98408,,,
604 032 722,COLUMBIA CLEANING SERVICES COR,,,2302 NE 53RD ST,VANCOUVER,WA,98663-1964,,,
604 636 913,CMC CLEANING SERVICES,,,1436 S 308TH LN,FEDERAL WAY,WA,98003-4787,,,
603 566 026,CLOCK TOWER CLEANING SERVICES,,,13310 W 2ND AVE,AIRWAY HEIGHTS,WA,99001,,,
605 100 980,ALPINE CLEANING SERVICES LLC,,,1713 E MEAD LN,SPOKANE,WA,99218-6100,,,
604 381 255,ALL CLEANING SERVICES INC,,,8410 63RD ST W,UNIVERSITY PL,WA,98467-4028,,,
604 957 906,ALIS CLEANING SERVICES LLC,,,12652 OCCIDENTAL AVE S,SEATTLE,WA,98168-2604,,,
603 230 380,AMERICAS CLEANING SERVICES INC,,,12819 SE 38TH ST STE 105,BELLEVUE,WA,98006-1326,,,
604 828 207,AYALA CLEANING SERVICES LLC,,,1116 SW 139TH ST APT 165,BURIEN,WA,98166-1118,,,
604 936 034,ARIS CLEANING SERVICES LLC,,,321 N 27TH AVE,YAKIMA,WA,98902-2322,,,
,,,,,,,,,,
604 763 736,FAMOUS CLEANING SERVICES LLC,,,6814 NE HAZEL DELL AVE,VANCOUVER,WA,98665-8316,,,
602 371 006,PRISTINE CLEANING SERVICES LLC,,,1806 S GUM ST,KENNEWICK,WA,99337,,,
605 307 126,PRO EXPRESS CLEANING SERVICES,,,12605 E GIBSON RD UNIT 12,EVERETT,WA,98204-5698,,,
603 616 327,PROCLEAN CLEANING SERVICES INC,,,16212 BOTHELL EVERETT HWY,MILL CREEK,WA,98012-1603,,,
604 624 716,PRESTIGE CLEANING SERVICES LLC,,,3508 NE 109TH AVE APT W4,VANCOUVER,WA,98682-7295,,,
,,,,,,,,,,
604 906 056,POLLYS CLEANING SERVICES LLC,,,1506 DOGWOOD ST SE,LACEY,WA,98503-2741,,,
603 491 078,POULSBO CLEANING SERVICES LLC,,,JORGE DOWNIE 19723 10TH AVE NE #200,POULSBO,WA,98730,,,
602 768 233,NORTHWEST CLEANING SERVICES LL,,,1201 PACIFIC AVE STE 600,TACOMA,WA,98402,,,
603 544 465,FRESH START CLEANING SERVICES,,,1409 CIMARRON AVE,RICHLAND,WA,99352-8504,,,
602 911 511,GP CLEANING SERVICES,,,ATTN: LILIANA PLAZAS-GOMEZ 17740 151ST AVE SE APT 4-G,RENTON,WA,98058-9080,,,
604 174 791,RENES CLEANING SERVICES LLC,,,9851 24TH AVE SW,SEATTLE,WA,98106-2631,,,
601 947 925,RELIABLE CLEANING SERVICES INC,,,11355 3RD AVE NE # 202-F,SEATTLE,WA,98125,,,
603 063 791,RELIABLE MAN CLEANING SERVICES,,,5153 W WERNER RD,BREMERTON,WA,98312-3326,,,
604 329 591,RELUCENT CLEANING SERVICES LLC,,,408 ANDREA CIRCLE,PARKER,CO,80138,,,
,,,,,,,,,,
603 552 918,ELEGANT CLEANING SERVICES LLC,,,9544 187TH ST E,PUYALLUP,WA,98375-6285,,,
604 908 878,DUMPSTER CLEANING SERVICES LLC,,,16211 N COUGAR LN,NEWMAN LAKE,WA,99025-5134,,,
603 589 009,DSL CLEANING SERVICES LLC,,,1419 E 62ND ST,TACOMA,WA,98404-3537,,,
604 020 579,DYNAMICS CLEANING SERVICES LLC,,,25216 110TH AVE. SE APT Z202,KENT,WA,98030,,,
,,,,,,,,,,
604 129 311,LANEYARD'S CLEANING SRVCS LLC,07/20/2017,07/20/2023,4012 148th St SE M47,Mill Creek,WA,98012,,,
604 560 870,ECHEWA CLEANING SERVICES LLC,,,824 16TH ST NW,PUYALLUP,WA,98371-3976,,,
604 790 884,DESTINIS CLEANING SERVICES LLC,,,2020 S JACKSON ST APT 601,SEATTLE,WA,98144-2770,,,
604 781 015,DELTA SUPER CLEANING SERVICES,,,5615 SHORT CT SE,OLYMPIA,WA,98513-0000,,,
,,,,,,,,,,
602 469 465,DIRT BUSTERS CLEANING SERVICES,,,4917 EVERGREEN WAY PMB 331,EVERETT,WA,98203-2828,,,
603 058 441,DOUBLE EDGE CLEANING SERVICES,,,111 234TH ST SW,BOTHELL,WA,98021-8621,,,
605 223 709,DDS SERRANO CLEANING SERVICES,,,9815 NE 75TH CIR,VANCOUVER,WA,98662-4643,,,
603 587 198,DM CLEANING SERVICES LLC,,,3709 E R ST,TACOMA,WA,98404-4726,,,
605 326 663,EFRAIN CLEANING SERVICES LLC,,,4731 148TH AVE NE APT BB208,BELLEVUE,WA,98007-7848,,,
,,,,,,,,,,
602 842 266,AMAZING CLEANING SERVICES INC,,,C/O SERVICIOS CONTABLES Y AGEN 3807 NE 4TH ST,RENTON,WA,98056,,,
604 318 073,COQUENA CLEANING SERVICES LLC,,,1709 NE 78TH ST UNIT 14,VANCOUVER,WA,98665-9654,,,
603 529 094,AARONS CLEANING SERVICES LLC,,,1017 E 70TH ST,TACOMA,WA,98404,,,
604 667 880,ADM CLEANING SERVICES,,,3213 83RD ST S TRLR 10,LAKEWOOD,WA,98499-8986,,,
,,,,,,,,,,
605 161 319,FG CLEANING SERVICES LLC,,,34017 1ST CIR S APT C,FEDERAL WAY,WA,98003,,,
604 310 137,EMILYS CLEANING SERVICES,,,20527 196TH AVENUE CT E,ORTING,WA,98360-9372,,,
604 850 155,EM CLEANING SERVICES,,,5324 84TH ST E STE G,TACOMA,WA,98446-5627,,,
604 928 868,ELLIES CLEANING SERVICES LLC,,,25303 38TH AVE E,SPANAWAY,WA,98387-9531,,,
,,,,,,,,,,
,,,,,,,,,,
604 350 873,DASHING DS CLEANING SERVICES,,,7347 RAINIER DR,EVERETT,WA,98203-5772,,,
,,,,,,,,,,
604 604 320,PLUS ONE CLEANING SERVICES,,,4500 NICHOLSON RD APT E32,VANCOUVER,WA,98661-5692,,,
605 316 966,GILDAS CLEANING SERVICES,,,12804 NE 120TH ST APT R9,KIRKLAND,WA,98034-8509,,,
605 130 866,GLEAM CLEANING SERVICES LLC,,,1001 COOPER POINT RD SW,OLYMPIA,WA,98502-1107,,,
604 119 644,GOLDEN CLEANING SERVICES LLC,,,12118 HIGHWAY 99 APT F202,EVERETT,WA,98204-0063,,,
604 747 367,KM CLEANING SERVICES LLC,,,PO BOX 3693,WENATCHEE,WA,98807-3693,,,
604 021 245,MAJESTIC CLEANING SERVICES LL,,,13413 188TH AVE E,BONNEY LAKE,WA,98391-9618,,,
604 969 171,LAVI CLEANING SERVICES LLC,,,609 N 8TH ST,LYNDEN,WA,98264-1330,,,
605 099 079,KWS CLEANING SERVICES LLC,,,14809 NW GOLD FINCH LN,SEABECK,WA,98380-9123,,,
604 835 241,GS CLEANING SERVICES LLC,,,PO BOX 16485,SEATTLE,WA,98116-0485,,,
,,,,,,,,,,
603 134 109,HYGIENIC-PRO CLEANING SERVICES,,,12217 131ST PL NE APT B36,KIRKLAND,WA,98034-8025,,,
604 658 331,GRIT CITY CLEANING SERVICES,,,4924 N HIGHLAND ST,RUSTON,WA,98407-3116,,,
603 476 070,GONZALO CLEANING SERVICES LLC,,,17816 44TH AVE W APT 4,LYNNWOOD,WA,98037-3619,,,
602 880 416,GR CLEANING SERVICES INC,,,1320 N 14TH PL,MOUNT VERNON,WA,98273-6202,,,
604 364 697,GREEN SKY CLEANING SERVICES,,,1202 204TH PL SE OFC,BOTHELL,WA,98012-7739,,,
603 534 671,NAHUNS CLEANING SERVICES LLC,,,3408 50TH AVENUE NE,TACOMA,WA,98422,,,
602 823 122,LLAMAS CLEANING SERVICES INC,,,3107 NE 62ND AVE APT 16,VANCOUVER,WA,98661-7278,,,
604 899 415,LOPEZ CLEANING SERVICES LLC,,,12420 MERIDIAN AVE S APT 3,EVERETT,WA,98208-5763,,,
603 207 007,LUSTER CLEANING SERVICES LLC,,,805 S 326TH ST,FEDERAL WAY,WA,98003-5935,,,
603 534 935,LIDETU CLEANING SERVICES LLC,,,6634 BROADWAY,EVERETT,WA,98203-4841,,,
,,,,,,,,,,
604 635 249,LEAF ORGANIC CLEANING SERVICES,,,7000 132ND PL SE APT 204,NEWCASTLE,WA,98059-3038,,,
604 309 721,LEON FAMILY CLEANING SERVICES,,,3231 S 162ND ST,SEA TAC,WA,98188-3028,,,
604 670 223,MINNEYS CLEANING SERVICES LLC,,,6504 KANSAS ST,VANCOUVER,WA,98661-7425,,,
602 346 485,MR CHARLES CLEANING SERVICES,,,3638 BEACH DR SW,SEATTLE,WA,98116,,,
604 866 528,MR JS CLEANING SERVICES,,,9623 63RD AVENUE CT E,PUYALLUP,WA,98373-1720,,,
603 280 861,MILINDER CLEANING SERVICES LLC,,,30014 21ST AVE S,FEDERAL WAY,WA,98003-4248,,,
604 032 300,LAVISH CLEANING SERVICES LLC,,,3629 W AGATE ST,PASCO,WA,99301-2601,,,
,,,,,,,,,,
603 560 831,MC CLEANING SERVICES LLC,,,PO BOX 7074,BONNEY LAKE,WA,98391,,,
,,,,,,,,,,
604 640 636,UNITED CLEANING SERVICES INC,,,PO BOX 1031,EATONVILLE,WA,98328-1031,,,
604 488 704,VALKYRIE CLEANING SERVICES LLC,,,13491 PEEKABOO AVE NW,POULSBO,WA,98370-7051,,,
604 536 512,VISTA CLEANING SERVICES INC,,,2614 CARLSON RD,VANCOUVER,WA,98661-6512,,,
604 070 716,UNIQUE CLEANING SERVICES LLC,,,16601 122ND AVE SE,RENTON,WA,98058-5305,,,
603 301 481,SUMMERS CLEANING SERVICES LLC,,,112 VOSS ST NE,ORTING,WA,98360-7465,,,
604 785 823,SYLVIAS CLEANING SERVICES,,,21411 SE 291ST ST,KENT,WA,98042-6843,,,
604 632 705,TIFFANIS CLEANING SERVICES LLC,,,2396 MILTON WAY #D2,MILTON,WA,98354-9351,,,
603 107 754,OCD CLEANING SERVICES LLC,,,106 SUMMIT LOOP,MCCLEARY,WA,98557-9548,,,
604 564 752,OS CLEANING SERVICES LLC,,,1401 MERRILL CREEK PARKWAY APT 7026,EVERETT,WA,98203,,,
602 657 611,PINNACLE CLEANING SERVICES INC,,,16805 31ST DR SE,BOTHELL,WA,98012-6003,,,
604 951 105,ROSAS CLEANING SERVICES LLC,,,824 N LAVENTURE RD,MOUNT VERNON,WA,98273-3027,,,
603 272 551,SUNRISE CLEANING SERVICES LLC,,,7018 TACOMA MALL BLVD STE 202,TACOMA,WA,98409,,,
603 188 228,RUTHS HOUSEKEEPING & JANITORI,,,603 RONALD AVENUE,CLE ELUM,WA,98922,,,
,,,,,,,,,,
603 278 276,SELECT CLEANING SERVICES LLC,,,PO BOX 1474,GRAHAM,WA,98338-1474,,,
604 294 303,NATURE CLEANING SERVICES INC,,,14900 INTERURBAN AVE S STE 271,TUKWILA,WA,98168-4654,,,
601 366 770,GAMA CLEANING SERVICES INC.,,,3116 104TH PL SE,EVERETT,WA,98208-0000,,,
604 612 434,NC CLEANING SERVICES LLC,,,43901 N RIVER RD,BENTON CITY,WA,99320-5647,,,
603 536 723,JULIES CLEANING SERVICES LLC,,,620 SW 149TH ST APT B,BURIEN,WA,98166-1970,,,
602 669 791,JAN PRO CLEANING SERVICES,,,11033 MERIDIAN DR SE,EVERETT,WA,98208,,,
603 581 021,JCP CLEANING SERVICES INC,,,13301 SE 79TH PL UNIT C108,NEWCASTLE,WA,98059-3271,,,
602 878 315,JMH CLEANING SERVICES LLC,,,27442 SE 216TH ST,MAPLE VALLEY,WA,98038-6637,,,
604 024 857,SPARKLE CLEANING SERVICES LLC,,,7531 18TH ST SE,LAKE STEVENS,WA,98258-3162,,,
601 990 807,SPECIALTY CLEANING SERVICES L,,,13520 SE 163RD ST,RENTON,WA,98058,,,
602 853 553,SEARS HOME CLEANING SERVICES,,,17010 E 4TH AVE,SPOKANE VALLEY,WA,99037-8972,,,
,,,,,,,,,,
603 531 908,NW ELITE CLEANING SERVICES,,,31811 PACIFIC HWY S STE B #287,FEDERAL WAY,WA,98003,,,
605 287 425,SHARK CLEANING SERVICES LLC,,,1625 S RAINIER ST,KENNEWICK,WA,99337-3444,,,
604 929 960,SKY CLEANING SERVICES LLC,,,1066 S 320TH ST APT J208,FEDERAL WAY,WA,98003-2031,,,
603 194 093,AM CLEANING SERVICE LLC,02/10/2016,02/10/2024,po box 8302,BONNEY LAKE,WA,98391,,,
604 322 334,CABBROS CLEANING SERVICE LLC,07/10/2019,07/10/2025,PO Box 563,CHEHALIS,WA,98532,,,
604 030 681,CABBROS CLEANING SERVICE,11/01/2018,11/01/2020,PO Box 563,CHEHALIS,WA,98532,,,
602 573 870,ALKS CLEANING SERVICE,01/13/2006,01/13/2018,308 SE 19th AVE,MILTON FREEWATER,OR,97862,,,
604 944 480,DANY'S CLEANING SERVICE LLC,02/09/2023,02/09/2025,18309 68TH AVE W,LYNNWOOD,WA,98037,,,
604 929 174,FNH CLEANING SERVICE LLC,10/12/2023,10/12/2025,5515 STEILACOOM BLVD SW,LAKEWOOD,WA,98499,,,
604 292 313,FRITZI'S CLEANING SERVICE,08/06/2019,08/06/2023,703 106TH PL SW,EVERETT,WA,98204,,,
602 988 617,DEL RIO CLEANING SERVICE,05/05/2015,05/05/2017,15612 NE 12TH ST,VANCOUVER,WA,98684,,,
603 407 037,DYNAMITE CLEANING SERVICE,05/13/2016,05/13/2020,10619 57TH DR NE,MARYSVILLE,WA,98270,,,
602 628 810,C G CLEANING SERVICE,08/17/2006,08/17/2020,701 N 23RD AVE,KELSO,WA,98626,,,
604 450 967,CLICK HOOD CLEANING SERVICE,08/31/2021,08/31/2025,713 170TH SW,LYNNWOOD,WA,98037,,,
602 817 327,ANGELAS CLEANING SERVICE,03/30/2012,03/30/2020,PO BOX 5219,PASCO,WA,99302,,,
604 389 284,CLASSY CLEANING SERVICE LLC,08/03/2020,08/03/2022,35916 22ND PL S APT 30B,FEDERAL WAY,WA,98003,,,
604 728 234,CLEAR AND CLEAN SERVICES,04/09/2021,04/09/2025,699 DRAPER RD,PORT ANGELES,WA,98362,,,
602 294 461,RICK'S CLEANING SERVICE INC,04/17/2019,04/26/2025,1122 S Robin Hood St,SPOKANE VALLEY,WA,99206,,,
603 316 767,SPOKANE CLEANING SERVICE,06/09/2016,06/09/2024,4130 Springdale-Hunters Rd,Springdale,WA,99173,,,
604 459 684,SHINING SUN CLEANING SERVICE,02/01/2022,02/01/2024,1926 W CASINO RD,EVERETT,WA,98204,,,
602 465 632,RC CLEANING SERVICE'S,12/19/2019,12/19/2021,21244 29TH AVE S,SEATAC,WA,98198,,,
604 730 875,MAFLA'S CLEANING SERVICE LLC,06/23/2021,06/23/2025,18205 109th ave SE,RENTON,WA,98055,,,
603 475 165,MAGANA'S CLEANING SERVICE,10/14/2015,10/14/2017,4915 115TH ST CT SW APT 3,LAKEWOOD,WA,98499,,,
604 588 962,ORDONEZ HOUSE CLEANING SERVICE,09/07/2021,09/07/2023,3602 S 180TH ST #A48,SEATAC,WA,98188,,,
602 707 385,VERDE CLEANING SERVICE,09/15/2009,06/17/2017,2210 SW 328TH ST,FEDERAL WAY,WA,98023,,,
602 463 072,ROZA'S CLEANING SERVICE,06/07/2018,06/07/2022,3427 SW 343 ST,FEDERAL WAY,WA,98023,,,
604 230 731,GARCIA'S CLEANING SERVICE LLC,02/27/2018,02/27/2020,1921 RD 36,PASCO,WA,99301,,,
603 202 627,SUPER J'S CLEANING SERVICE,07/05/2012,07/05/2018,PO BOX 1316,SPANAWAY,WA,98387,,,
603 458 424,SIRJESSE'S CLEANING SERVICE,08/31/2018,08/31/2020,3845 37TH AVE SO.,SEATTLE,WA,98118,,,
604 087 190,STEVENS CLEANING SERVICE,02/10/2017,03/23/2023,3509 R St,VANCOUVER,WA,98663,,,
604 226 789,LUMINOUS CLEANING SERVICE LLC,04/24/2018,04/24/2020,32014 SE LAKE WALKER RD,ENUMCLAW,WA,98022,,,
605 031 053,YOUTHFUL CLEANING SERVICES,,,5501 S MULLEN ST STE C2,TACOMA,WA,98409,,,
603 413 931,SPARKLING CLEANING SRVC LLC,01/15/2020,01/15/2024,1127 NEPEAN DR SE,OLYMPIA,WA,98513,,,
604 776 711,EXCEPTIONAL CLEANING SERVICES,,,4591 NW 132ND AVE,PORTLAND,OR,97229-4555,,,
604 743 263,VIOLETTHAS CLEANING SERVICES,,,13519 202ND ST E,GRAHAM,WA,98338-8107,,,
,,,,,,,,,,
A43 475 500,YOLANDA CLEANING SERVICES,,,10207 BECKER DR SE,TACOMA,WA,98499,,,
602 862 258,A2Z CLEANING SERVICES,,,2127 158TH ST SE,MILL CREEK,WA,98012-5823,,,
602 474 389,AAA CLEANING SERVICES,,,2917 SAWALL AVE UNIT B,CENTRALIA,WA,98531,,,
603 003 814,ACE CLEANING SERVICES,,,5040 38TH ST NE,TACOMA,WA,98422-3048,,,
,,,,,,,,,,
604 671 407,CLASSY CLEANING SERVICES,,,2470 SUNSHINE RD,ROSEBURG,OR,97470,,,
,,,,,,,,,,
,,,,,,,,,,
603 468 633,QUALITY CLEANING SERVICES,,,14624 46TH AVE S,TUKWILA,WA,98168-4440,,,
604 152 704,RUTHS CLEANING SERVICES,,,603 RONALD AVE,CLE ELUM,WA,98922-1037,,,
,,,,,,,,,,
603 247 822,SUPER CLEANING SERVICES,,,2411 192ND ST SE,BOTHELL,WA,98012-6990,,,
604 966 726,PERFORMANCE CLEANING SERVICES,,,7107 196TH ST SW APT 1,LYNNWOOD,WA,98036-5094,,,
601 362 170,PROFESSIONAL CLEANING SERVICES,,,8714 27TH AVE NE,MARYSVILLE,WA,98270,,,
603 106 572,PCS CLEANING SERVICES,,,9312 S TACOMA WAY STE 170,LAKEWOOD,WA,98499-4466,,,
